在厩,ギンゴー,牡,キャプテントゥーレ,シルクスパイシー,ダンシングブレーヴ,,ミルファーム,美浦,武市康男,田原橋本牧場,2013/03/19,北海道サマーセール,2700000,地獄モード対象馬,,,2015/06/05
在厩,ギンザマトリックス,牡,ジャングルポケット,ギンザクイーンビー,フレンチデピュティ,,有馬　博文,美浦,水野貴広,高昭牧場,2013/04/08,,,地獄モード対象馬,,,2015/06/05
在厩,クインズクオーツ,牡,デュランダル,アンドモアアゲイン,Distorted Humor,クインズラピス,クイーンズ・ランチ,美浦,尾形充弘,松田牧場,2013/05/06,,,地獄モード対象馬,,,2015/06/05
在厩,クインズマーキュリ,牡,キングヘイロー,ハートフルメロディ,チーフベアハート,シャインストーン,クイーンズ・ランチ,美浦,和田正道,三石川上牧場,2013/03/13,北海道セレクションセール,14040000,地獄モード対象馬,,,2015/06/05
在厩,クインダム,牝,クロフネ,キクノフェアリー,アグネスタキオン,,西村　憲人,栗東,目野哲也,鮫川　啓一,2013/05/14,北海道サマーセール,3240000,,,,2015/06/05
在厩,クードヴァン,牝,ディープインパクト,マイネヌーヴェル,ブライアンズタイム,マイネルヴェルス,サラブレッドクラブ・ラフィアン,美浦,鹿戸雄一,ビッグレッドファーム,2013/03/09,,,,一口馬主モード対象馬,ラフィアンターフマンクラブ,2015/06/05
在厩,クードラパン,牝,ダイワメジャー,ルシルク,Dynaformer,グランシルク,シルクレーシング,美浦,久保田貴,ノーザンファーム,2013/04/28,,,,一口馬主モード対象馬,シルクホースクラブ,2015/06/05
在厩,クールゲンノスケ,牡,フレンチデピュティ,ビクトリアメーク,ラストタイクーン,クールジョジョ,川上　哲司,栗東,目野哲也,沖田　博志,2013/05/26,,,地獄モード対象馬,,,2015/06/05
在厩,クールヒョウマ,牡,ゼンノロブロイ,プリマートビコー,エルコンドルパサー,,川上　哲司,栗東,目野哲也,村上　欽哉,2013/04/28,北海道オータムセール,3240000,,,,2015/06/05
在厩,クナウ,牝,シンボリクリスエス,フラワーブリーズ,フェアジャッジメント,カシマフラワー,北島牧場,美浦,松山将樹,北島牧場,2013/02/11,,,地獄モード対象馬,,,2015/06/05
在厩,クライシス,牡,ネオユニヴァース,スウィートデジャヴ,Seeking the Gold,トロンプルイユ,前田　幸治,栗東,鮫島一歩,ノースヒルズ,2013/04/28,,,地獄モード対象馬,,,2015/06/05
在厩,クラウンエイトドア,牡,グラスワンダー,ミラクルラブ,サンデーサイレンス,,矢野　恭裕,美浦,栗田徹,今川　満良,2013/05/07,八戸市場,2484000,地獄モード対象馬,,,2015/06/05
在厩,クラウンコルデーロ,牡,ワイルドラッシュ,タニノピカンテ,カーネギー,ヒュームウッド,クラウン,栗東,北出成人,北島牧場,2013/04/06,北海道セレクションセール,14580000,地獄モード対象馬,,,2015/06/05
在厩,クラウンスカイ,牡,メイショウボーラー,アオゾラ,ムーンバラッド,,クラウン,美浦,小野次郎,ヒカル牧場,2013/04/02,,,地獄モード対象馬,,,2015/06/05
在厩,クラウンドジャック,牝,ヴィクトワールピサ,ゴールデンジャック,Afleet,サイドワインダー,協栄,栗東,加用正,タバタファーム,2013/03/13,,,地獄モード対象馬,,,2015/06/05
在厩,クラウンホイール,牡,カジノドライヴ,コンコースクイーン,フジキセキ,コスモグラマラス,矢野　恭裕,美浦,天間昭一,土井牧場,2013/03/11,北海道サマーセール,3888000,地獄モード対象馬,,,2015/06/05
在厩,クラウンムーン,牝,アドマイヤムーン,ヒシシンエイ,スペシャルウィーク,メイプルレジェンド,クラウン,美浦,菊川正達,カミイスタット,2013/03/08,北海道サマーセール,4752000,地獄モード対象馬,,,2015/06/05
在厩,グラスウォリアー,牡,キャプテントゥーレ,グラスブロード,Fusaichi Pegasus,ミルキーブロード,半沢,美浦,牧光二,静内フジカワ牧場,2013/03/22,,,地獄モード対象馬,,,2015/06/05
在厩,グランアルバス,牡,シンボリクリスエス,マルハチリプリー,バブルガムフェロー,スマートエビデンス,飯田　訓大,栗東,森秀行,本間牧場,2013/03/09,,,地獄モード対象馬,,,2015/06/05
在厩,グランクリューピサ,牝,ヴィクトワールピサ,テールトゥノーズ,ノーザンテースト,マッドマックス,村田　哲朗,美浦,尾形和幸,城地　和義,2013/03/26,ＪＲＡブリーズアップセール,4860000,地獄モード対象馬,,,2015/06/05
在厩,グランセブルス,牡,カネヒキリ,ピュアパッション,ブライアンズタイム,ミキノウインク,飯田　訓大,栗東,森秀行,坂本　智広,2013/05/13,,,地獄モード対象馬,,,2015/06/05
在厩,グリーンバシリスク,牝,サウスヴィグラス,ユーワオトメ,ナリタブライアン,ノープロブレム,石瀬　浩三,美浦,武井亮,ムラカミファーム,2013/03/07,,,地獄モード対象馬,,,2015/06/05
